TransactionID,Device,Site,StationName,Start,End,Account,Total_Energy (kWh),Duration,Meter Start (kWh),Meter End (kWh)
43153,559,UK-HBN-EB39A,Westland Road,12/08/2020 05:58,12/08/2020 08:22,Leeds Fleet Account,12.086,02:24:01,0,12.086
43155,553,UK-HBN-EB37B,Farnley Hall,12/08/2020 06:28,12/08/2020 12:07,Leeds Fleet Account,28.648,05:39:12,0,28.648
43161,563,UK-HBN-EB62,Print Unit Limewood Approach,12/08/2020 07:12,12/08/2020 07:21,Leeds Fleet Account,0.342,00:09:14,0,0.342
43162,562,UK-HBN-EB59,Print Unit Limewood Approach,12/08/2020 07:13,12/08/2020 07:14,Leeds Fleet Account,0,00:00:15,0,0
43163,562,UK-HBN-EB59,Print Unit Limewood Approach,12/08/2020 07:14,12/08/2020 14:37,Leeds Fleet Account,26.085,07:22:50,0,26.085
43165,563,UK-HBN-EB62,Print Unit Limewood Approach,12/08/2020 07:22,12/08/2020 07:22,Leeds Fleet Account,0,00:00:06,0,0
43166,563,UK-HBN-EB62,Print Unit Limewood Approach,12/08/2020 07:23,12/08/2020 09:51,Leeds Fleet Account,16.972,02:28:45,0,16.972
43175,602,UK-HBN-EB141B,Henshaw 2,12/08/2020 08:24,12/08/2020 11:37,Leeds Fleet Account,6.938,03:13:08,0,6.938
43198,550,UK-HBN-EB34,Millshaw Park Way,12/08/2020 12:27,14/08/2020 05:36,Leeds Fleet Account,0,41:08:23,0,0
43199,578,UK-HBN-EB100B,Knowsthorpe HQ,12/08/2020 12:32,13/08/2020 08:18,Leeds Fleet Account,12.978,19:45:20,0,12.978
43202,553,UK-HBN-EB37B,Farnley Hall,12/08/2020 12:46,12/08/2020 13:28,Leeds Fleet Account,1.847,00:41:35,0,1.847
43203,577,UK-HBN-EB100A,Knowsthorpe HQ,12/08/2020 12:55,13/08/2020 09:00,Leeds Fleet Account,22.351,20:05:51,0,22.351
43204,578,UK-HBN-EB100B,Knowsthorpe HQ,12/08/2020 12:56,13/08/2020 08:16,Leeds Fleet Account,29.022,19:19:13,0,29.022
43207,575,UK-HBN-EB99B,Knowsthorpe HQ,12/08/2020 12:59,13/08/2020 09:52,Leeds Fleet Account,20.315,20:53:51,0,20.315
43208,577,UK-HBN-EB100A,Knowsthorpe HQ,12/08/2020 13:03,13/08/2020 09:23,Leeds Fleet Account,10.936,20:19:56,0,10.936
43218,560,UK-HBN-EB39B,Westland Road,12/08/2020 14:30,13/08/2020 06:43,Leeds Fleet Account,15.764,16:13:37,0,15.764
43220,553,UK-HBN-EB37B,Farnley Hall,12/08/2020 14:52,13/08/2020 08:51,Leeds Fleet Account,4.752,17:58:57,0,4.752
43247,562,UK-HBN-EB59,Print Unit Limewood Approach,13/08/2020 07:23,13/08/2020 15:20,Leeds Fleet Account,16.91,07:56:22,0,16.91
43249,602,UK-HBN-EB141B,Henshaw 2,13/08/2020 07:32,13/08/2020 14:18,Leeds Fleet Account,10.542,06:45:07,0,10.542
43258,553,UK-HBN-EB37B,Farnley Hall,13/08/2020 10:27,14/08/2020 08:36,Leeds Fleet Account,32.159,22:09:32,0,32.159
43259,559,UK-HBN-EB39A,Westland Road,13/08/2020 10:28,17/08/2020 08:23,Leeds Fleet Account,0.833,93:55:01,0,0.833
43260,563,UK-HBN-EB62,Print Unit Limewood Approach,13/08/2020 10:45,13/08/2020 13:47,Leeds Fleet Account,21.369,03:01:49,0,21.369
43268,578,UK-HBN-EB100B,Knowsthorpe HQ,13/08/2020 12:34,14/08/2020 09:43,Leeds Fleet Account,12.548,21:08:26,0,12.548
43279,575,UK-HBN-EB99B,Knowsthorpe HQ,13/08/2020 13:06,14/08/2020 08:58,Leeds Fleet Account,20.536,19:52:17,0,20.536
43281,616,UK-HBN-EB35,Discovery Centre,13/08/2020 13:26,14/08/2020 06:34,Leeds Fleet Account,5.915,17:07:41,0,5.915
43286,553,UK-HBN-EB37B,Farnley Hall,13/08/2020 14:20,19/08/2020 10:45,Leeds Fleet Account,1.946,140:24:47,0,1.946
43287,562,UK-HBN-EB59,Print Unit Limewood Approach,13/08/2020 14:22,13/08/2020 15:20,Leeds Fleet Account,6.094,00:58:03,0,6.094
43290,560,UK-HBN-EB39B,Westland Road,13/08/2020 14:28,14/08/2020 06:56,Leeds Fleet Account,15.085,16:27:22,0,15.085
43289,560,UK-HBN-EB39B,Westland Road,13/08/2020 14:28,13/08/2020 14:28,Leeds Fleet Account,0.008,00:00:11,0,0.008
43297,578,UK-HBN-EB100B,Knowsthorpe HQ,13/08/2020 15:16,13/08/2020 15:17,Leeds Fleet Account,0,00:00:34,0,0
43305,578,UK-HBN-EB100B,Knowsthorpe HQ,13/08/2020 16:59,14/08/2020 09:44,Leeds Fleet Account,19.503,16:45:21,0,19.503
43317,562,UK-HBN-EB59,Print Unit Limewood Approach,14/08/2020 06:25,14/08/2020 12:19,Leeds Fleet Account,15.531,05:54:02,0,15.531
43324,562,UK-HBN-EB59,Print Unit Limewood Approach,14/08/2020 07:20,14/08/2020 08:34,Leeds Fleet Account,7.729,01:14:02,0,7.729
43347,616,UK-HBN-EB35,Discovery Centre,14/08/2020 10:32,17/08/2020 08:40,Leeds Fleet Account,6.394,70:08:10,0,6.394
43357,562,UK-HBN-EB59,Print Unit Limewood Approach,14/08/2020 12:16,14/08/2020 14:28,Leeds Fleet Account,13.583,02:11:11,0,13.583
43362,578,UK-HBN-EB100B,Knowsthorpe HQ,14/08/2020 12:41,15/08/2020 09:14,Leeds Fleet Account,11.642,20:33:21,0,11.642
43363,578,UK-HBN-EB100B,Knowsthorpe HQ,14/08/2020 12:44,15/08/2020 08:06,Leeds Fleet Account,22.544,19:22:06,0,22.544
43365,575,UK-HBN-EB99B,Knowsthorpe HQ,14/08/2020 12:55,15/08/2020 09:48,Leeds Fleet Account,19.788,20:52:44,0,19.788
43379,560,UK-HBN-EB39B,Westland Road,14/08/2020 14:18,17/08/2020 06:46,Leeds Fleet Account,15.553,64:27:49,0,15.553
43394,578,UK-HBN-EB100B,Knowsthorpe HQ,15/08/2020 09:15,15/08/2020 09:37,Leeds Fleet Account,2.645,00:22:35,0,2.645
43402,577,UK-HBN-EB100A,Knowsthorpe HQ,15/08/2020 12:45,16/08/2020 08:55,Leeds Fleet Account,23.907,20:09:38,0,23.907
43404,578,UK-HBN-EB100B,Knowsthorpe HQ,15/08/2020 13:17,16/08/2020 09:57,Leeds Fleet Account,18.791,20:40:04,0,18.791
43412,575,UK-HBN-EB99B,Knowsthorpe HQ,16/08/2020 12:41,16/08/2020 12:41,Leeds Fleet Account,0.028,00:00:24,0,0.028
43413,575,UK-HBN-EB99B,Knowsthorpe HQ,16/08/2020 12:42,17/08/2020 08:45,Leeds Fleet Account,13.16,20:03:14,0,13.16
43414,577,UK-HBN-EB100A,Knowsthorpe HQ,16/08/2020 13:21,17/08/2020 09:12,Leeds Fleet Account,17.433,19:51:40,0,17.433
43415,575,UK-HBN-EB99B,Knowsthorpe HQ,16/08/2020 13:22,16/08/2020 13:23,Leeds Fleet Account,0.001,00:00:35,0,0.001
43416,575,UK-HBN-EB99B,Knowsthorpe HQ,16/08/2020 13:24,17/08/2020 08:03,Leeds Fleet Account,26.477,18:39:08,0,26.477
43419,578,UK-HBN-EB100B,Knowsthorpe HQ,16/08/2020 16:36,17/08/2020 08:44,Leeds Fleet Account,18.229,16:08:23,0,18.229
43429,559,UK-HBN-EB39A,Westland Road,17/08/2020 05:35,17/08/2020 05:35,Leeds Fleet Account,0,00:00:25,0,0
43430,559,UK-HBN-EB39A,Westland Road,17/08/2020 05:36,17/08/2020 07:39,Leeds Fleet Account,8.095,02:03:28,0,8.095
43440,602,UK-HBN-EB141B,Henshaw 2,17/08/2020 07:17,17/08/2020 11:37,Leeds Fleet Account,13.346,04:19:54,0,13.346
43449,577,UK-HBN-EB100A,Knowsthorpe HQ,17/08/2020 08:49,17/08/2020 09:26,Leeds Fleet Account,4.308,00:36:35,0,4.308
43454,553,UK-HBN-EB37B,Farnley Hall,17/08/2020 11:24,17/08/2020 12:23,Leeds Fleet Account,6.487,00:59:21,0,6.487
43472,578,UK-HBN-EB100B,Knowsthorpe HQ,17/08/2020 12:35,18/08/2020 09:14,Leeds Fleet Account,11.413,20:38:12,0,11.413
43475,578,UK-HBN-EB100B,Knowsthorpe HQ,17/08/2020 12:59,18/08/2020 08:51,Leeds Fleet Account,9.459,19:52:23,0,9.459
43474,577,UK-HBN-EB100A,Knowsthorpe HQ,17/08/2020 12:59,18/08/2020 09:05,Leeds Fleet Account,25.078,20:06:39,0,25.078
43476,562,UK-HBN-EB59,Print Unit Limewood Approach,17/08/2020 13:13,17/08/2020 15:16,Leeds Fleet Account,12.952,02:02:51,0,12.952
43478,575,UK-HBN-EB99B,Knowsthorpe HQ,17/08/2020 13:40,18/08/2020 09:09,Leeds Fleet Account,19.718,19:28:49,0,19.718
43479,616,UK-HBN-EB35,Discovery Centre,17/08/2020 13:42,18/08/2020 08:41,Leeds Fleet Account,4.874,18:59:02,0,4.874
43484,560,UK-HBN-EB39B,Westland Road,17/08/2020 14:21,18/08/2020 06:48,Leeds Fleet Account,14.984,16:26:26,0,14.984
43487,560,UK-HBN-EB39B,Westland Road,17/08/2020 14:24,18/08/2020 07:34,Leeds Fleet Account,8.208,17:09:45,0,8.208
43496,555,UK-HBN-EB37A,Farnley Hall,17/08/2020 15:08,18/08/2020 10:35,Leeds Fleet Account,6.023,19:26:53,0,6.023
43497,553,UK-HBN-EB37B,Farnley Hall,17/08/2020 15:11,19/08/2020 09:46,Leeds Fleet Account,18.257,42:34:38,0,18.257
43509,559,UK-HBN-EB39A,Westland Road,18/08/2020 05:42,18/08/2020 06:08,Leeds Fleet Account,2.732,00:25:52,0,2.732
43525,601,UK-HBN-EB141A,Henshaw 1,18/08/2020 08:30,18/08/2020 12:23,Leeds Fleet Account,7.711,03:53:11,0,7.711
43526,560,UK-HBN-EB39B,Westland Road,18/08/2020 08:52,18/08/2020 09:41,Leeds Fleet Account,5.238,00:48:38,0,5.238
43551,578,UK-HBN-EB100B,Knowsthorpe HQ,18/08/2020 12:35,18/08/2020 12:35,Leeds Fleet Account,0,00:00:04,0,0
43552,578,UK-HBN-EB100B,Knowsthorpe HQ,18/08/2020 12:36,18/08/2020 12:36,Leeds Fleet Account,0,00:00:26,0,0
43554,575,UK-HBN-EB99B,Knowsthorpe HQ,18/08/2020 12:37,18/08/2020 12:38,Leeds Fleet Account,0,00:00:11,0,0
43553,578,UK-HBN-EB100B,Knowsthorpe HQ,18/08/2020 12:37,18/08/2020 12:37,Leeds Fleet Account,0,00:00:28,0,0
43555,577,UK-HBN-EB100A,Knowsthorpe HQ,18/08/2020 12:40,19/08/2020 09:00,Leeds Fleet Account,9.917,20:20:28,0,9.917
43558,575,UK-HBN-EB99B,Knowsthorpe HQ,18/08/2020 13:15,19/08/2020 10:08,Leeds Fleet Account,24.003,20:53:15,0,24.003
43564,616,UK-HBN-EB35,Discovery Centre,18/08/2020 13:34,20/08/2020 08:32,Leeds Fleet Account,8.346,42:57:15,0,8.346
43578,560,UK-HBN-EB39B,Westland Road,18/08/2020 14:13,19/08/2020 09:37,Leeds Fleet Account,11.378,19:23:35,0,11.378
43586,560,UK-HBN-EB39B,Westland Road,18/08/2020 14:43,19/08/2020 07:06,Leeds Fleet Account,20.297,16:22:38,0,20.297
43594,604,UK-HBN-EB143,Henshaw 3,18/08/2020 15:25,19/08/2020 05:19,Leeds Fleet Account,21.535,13:54:41,0,21.535
43603,578,UK-HBN-EB100B,Knowsthorpe HQ,18/08/2020 17:28,19/08/2020 10:05,Leeds Fleet Account,17.661,16:36:30,0,17.661
43615,559,UK-HBN-EB39A,Westland Road,19/08/2020 05:33,19/08/2020 08:45,Leeds Fleet Account,20.817,03:12:25,0,20.817
43638,604,UK-HBN-EB143,Henshaw 3,19/08/2020 09:10,19/08/2020 14:39,Leeds Fleet Account,8.329,05:29:14,0,8.329
43641,563,UK-HBN-EB62,Print Unit Limewood Approach,19/08/2020 09:54,19/08/2020 10:30,Leeds Fleet Account,4.235,00:36:28,0,4.235
43642,563,UK-HBN-EB62,Print Unit Limewood Approach,19/08/2020 10:30,19/08/2020 13:19,Leeds Fleet Account,16.621,02:48:29,0,16.621
43645,553,UK-HBN-EB37B,Farnley Hall,19/08/2020 11:18,24/08/2020 15:01,Leeds Fleet Account,18.307,123:43:07,0,18.307
43654,578,UK-HBN-EB100B,Knowsthorpe HQ,19/08/2020 12:42,20/08/2020 08:52,Leeds Fleet Account,9.695,20:10:27,0,9.695
43656,577,UK-HBN-EB100A,Knowsthorpe HQ,19/08/2020 12:48,20/08/2020 09:13,Leeds Fleet Account,9.671,20:24:26,0,9.671
43657,562,UK-HBN-EB59,Print Unit Limewood Approach,19/08/2020 12:51,20/08/2020 14:02,Leeds Fleet Account,36.938,25:11:33,0,36.938
43658,575,UK-HBN-EB99B,Knowsthorpe HQ,19/08/2020 12:53,20/08/2020 09:10,Leeds Fleet Account,12.895,20:17:01,0,12.895
43661,577,UK-HBN-EB100A,Knowsthorpe HQ,19/08/2020 13:02,20/08/2020 08:54,Leeds Fleet Account,18.119,19:51:34,0,18.119
43663,550,UK-HBN-EB34,Millshaw Park Way,19/08/2020 13:11,23/08/2020 10:12,Leeds Fleet Account,21.491,93:01:03,0,21.491
43667,560,UK-HBN-EB39B,Westland Road,19/08/2020 13:24,20/08/2020 09:44,Leeds Fleet Account,6.844,20:20:08,0,6.844
43666,555,UK-HBN-EB37A,Farnley Hall,19/08/2020 13:24,24/08/2020 09:28,Leeds Fleet Account,2.42,116:04:07,0,2.42
43672,560,UK-HBN-EB39B,Westland Road,19/08/2020 14:43,20/08/2020 06:52,Leeds Fleet Account,14.109,16:08:34,0,14.109
43699,578,UK-HBN-EB100B,Knowsthorpe HQ,19/08/2020 17:45,20/08/2020 09:09,Leeds Fleet Account,16.317,15:23:31,0,16.317
43706,559,UK-HBN-EB39A,Westland Road,20/08/2020 05:35,20/08/2020 07:56,Leeds Fleet Account,15.211,02:21:15,0,15.211
43724,560,UK-HBN-EB39B,Westland Road,20/08/2020 09:45,20/08/2020 12:20,Leeds Fleet Account,6.761,02:35:33,0,6.761
43725,602,UK-HBN-EB141B,Henshaw 2,20/08/2020 09:46,20/08/2020 13:26,Leeds Fleet Account,9.533,03:39:25,0,9.533
43740,575,UK-HBN-EB99B,Knowsthorpe HQ,20/08/2020 12:48,21/08/2020 08:46,Leeds Fleet Account,8.218,19:58:36,0,8.218
43744,616,UK-HBN-EB35,Discovery Centre,20/08/2020 13:52,21/08/2020 07:53,Leeds Fleet Account,13.319,18:00:52,0,13.319
43749,560,UK-HBN-EB39B,Westland Road,20/08/2020 14:41,21/08/2020 06:55,Leeds Fleet Account,16.011,16:13:30,0,16.011
43752,578,UK-HBN-EB100B,Knowsthorpe HQ,20/08/2020 14:47,21/08/2020 09:06,Leeds Fleet Account,18.832,18:19:30,0,18.832
43769,562,UK-HBN-EB59,Print Unit Limewood Approach,20/08/2020 15:20,24/08/2020 15:28,Leeds Fleet Account,31.537,96:08:16,0,31.537
43774,659,UK-HBN-EB42B,Knowsthorpe Refuse B,20/08/2020 15:42,20/08/2020 15:42,,0,00:00:02,0,0
43773,658,UK-HBN-EB42A,Knowsthorpe Refuse A,20/08/2020 15:42,20/08/2020 15:42,,0,00:00:02,0,0
43772,658,UK-HBN-EB42A,Knowsthorpe Refuse A,20/08/2020 15:42,20/08/2020 15:42,,0,00:00:03,0,0
43775,659,UK-HBN-EB42B,Knowsthorpe Refuse B,20/08/2020 15:43,20/08/2020 15:43,,0,00:00:02,0,0
43792,577,UK-HBN-EB100A,Knowsthorpe HQ,21/08/2020 06:56,21/08/2020 08:58,Leeds Fleet Account,14.635,02:02:29,0,14.635
43804,602,UK-HBN-EB141B,Henshaw 2,21/08/2020 08:08,21/08/2020 12:46,Leeds Fleet Account,7.602,04:37:48,0,7.602
43825,616,UK-HBN-EB35,Discovery Centre,21/08/2020 11:41,26/08/2020 09:10,Leeds Fleet Account,6.596,117:28:47,0,6.596
43833,575,UK-HBN-EB99B,Knowsthorpe HQ,21/08/2020 12:31,22/08/2020 09:43,Leeds Fleet Account,8.132,21:12:49,0,8.132
43834,578,UK-HBN-EB100B,Knowsthorpe HQ,21/08/2020 12:33,22/08/2020 09:08,Leeds Fleet Account,11.947,20:34:17,0,11.947
43839,575,UK-HBN-EB99B,Knowsthorpe HQ,21/08/2020 12:42,22/08/2020 10:04,Leeds Fleet Account,21.062,21:21:37,0,21.062
43844,577,UK-HBN-EB100A,Knowsthorpe HQ,21/08/2020 12:49,22/08/2020 09:07,Leeds Fleet Account,28.127,20:18:08,0,28.127
43842,577,UK-HBN-EB100A,Knowsthorpe HQ,21/08/2020 12:49,22/08/2020 10:04,Leeds Fleet Account,10.767,21:15:10,0,10.767
43856,578,UK-HBN-EB100B,Knowsthorpe HQ,21/08/2020 13:12,22/08/2020 09:18,Leeds Fleet Account,20.54,20:05:30,0,20.54
43873,559,UK-HBN-EB39A,Westland Road,21/08/2020 14:15,24/08/2020 06:53,Leeds Fleet Account,14.312,64:38:20,0,14.312
43888,604,UK-HBN-EB143,Henshaw 3,21/08/2020 15:06,22/08/2020 05:20,Leeds Fleet Account,19.72,14:14:05,0,19.72
43896,661,UK-HBN-EB41B,Knowsthorpe Refuse B,22/08/2020 07:42,22/08/2020 09:54,Leeds Fleet Account,15.327,02:12:04,0,15.327
43907,578,UK-HBN-EB100B,Knowsthorpe HQ,22/08/2020 12:46,22/08/2020 14:24,Leeds Fleet Account,11.429,01:37:34,0,11.429
43908,578,UK-HBN-EB100B,Knowsthorpe HQ,22/08/2020 13:08,23/08/2020 09:56,Leeds Fleet Account,10.033,20:48:32,0,10.033
43909,575,UK-HBN-EB99B,Knowsthorpe HQ,22/08/2020 13:19,23/08/2020 08:58,Leeds Fleet Account,14.532,19:39:12,0,14.532
43929,578,UK-HBN-EB100B,Knowsthorpe HQ,23/08/2020 12:50,24/08/2020 08:46,Leeds Fleet Account,10.185,19:56:21,0,10.185
43930,577,UK-HBN-EB100A,Knowsthorpe HQ,23/08/2020 12:56,24/08/2020 08:55,Leeds Fleet Account,29.877,19:58:32,0,29.877
43931,575,UK-HBN-EB99B,Knowsthorpe HQ,23/08/2020 13:09,24/08/2020 08:44,Leeds Fleet Account,12.214,19:35:35,0,12.214
43932,578,UK-HBN-EB100B,Knowsthorpe HQ,23/08/2020 13:12,24/08/2020 08:59,Leeds Fleet Account,17.11,19:47:26,0,17.11
43934,577,UK-HBN-EB100A,Knowsthorpe HQ,23/08/2020 13:18,24/08/2020 09:03,Leeds Fleet Account,26.19,19:45:11,0,26.19
43970,602,UK-HBN-EB141B,Henshaw 2,24/08/2020 08:01,24/08/2020 12:30,Leeds Fleet Account,9.561,04:28:50,0,9.561
43972,661,UK-HBN-EB41B,Knowsthorpe Refuse B,24/08/2020 08:18,24/08/2020 16:24,Leeds Fleet Account,14.159,08:05:07,0,14.159
43973,550,UK-HBN-EB34,Millshaw Park Way,24/08/2020 08:30,24/08/2020 13:40,Leeds Fleet Account,13.306,05:09:52,0,13.306
43990,553,UK-HBN-EB37B,Farnley Hall,24/08/2020 11:00,02/09/2020 10:46,Leeds Fleet Account,8.296,215:45:37,0,8.296
44003,578,UK-HBN-EB100B,Knowsthorpe HQ,24/08/2020 12:45,25/08/2020 08:51,Leeds Fleet Account,12.19,20:05:54,0,12.19
44004,575,UK-HBN-EB99B,Knowsthorpe HQ,24/08/2020 12:46,25/08/2020 08:52,Leeds Fleet Account,20.42,20:06:08,0,20.42
44006,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 12:55,24/08/2020 12:56,Leeds Fleet Account,0.064,00:00:41,0,0.064
44007,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 12:56,24/08/2020 12:57,Leeds Fleet Account,0.018,00:00:16,0,0.018
44010,578,UK-HBN-EB100B,Knowsthorpe HQ,24/08/2020 12:57,24/08/2020 12:58,Leeds Fleet Account,0.037,00:00:27,0,0.037
44008,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 12:57,24/08/2020 12:57,Leeds Fleet Account,0.018,00:00:16,0,0.018
44011,578,UK-HBN-EB100B,Knowsthorpe HQ,24/08/2020 12:59,24/08/2020 12:59,Leeds Fleet Account,0,00:00:15,0,0
44013,578,UK-HBN-EB100B,Knowsthorpe HQ,24/08/2020 13:00,24/08/2020 13:42,Leeds Fleet Account,5.011,00:42:22,0,5.011
44021,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 13:25,24/08/2020 13:42,Leeds Fleet Account,1.964,00:16:42,0,1.964
44030,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 13:42,25/08/2020 07:00,Leeds Fleet Account,16.185,17:17:57,0,16.185
44029,577,UK-HBN-EB100A,Knowsthorpe HQ,24/08/2020 13:42,25/08/2020 08:58,Leeds Fleet Account,23.721,19:16:11,0,23.721
44033,578,UK-HBN-EB100B,Knowsthorpe HQ,24/08/2020 13:48,24/08/2020 15:54,Leeds Fleet Account,14.905,02:06:42,0,14.905
44041,559,UK-HBN-EB39A,Westland Road,24/08/2020 13:58,25/08/2020 05:34,Leeds Fleet Account,5.991,15:35:46,0,5.991
44045,559,UK-HBN-EB39A,Westland Road,24/08/2020 14:18,25/08/2020 06:42,Leeds Fleet Account,14.654,16:24:02,0,14.654
44064,602,UK-HBN-EB141B,Henshaw 2,25/08/2020 04:43,25/08/2020 06:47,Leeds Fleet Account,7.142,02:04:10,0,7.142
44068,559,UK-HBN-EB39A,Westland Road,25/08/2020 05:34,25/08/2020 07:23,Leeds Fleet Account,11.612,01:49:02,0,11.612
44069,578,UK-HBN-EB100B,Knowsthorpe HQ,25/08/2020 06:08,25/08/2020 08:36,Leeds Fleet Account,16.049,02:27:30,0,16.049
44071,553,UK-HBN-EB37B,Farnley Hall,25/08/2020 06:23,25/08/2020 14:59,Leeds Fleet Account,28.445,08:36:07,0,28.445
44074,562,UK-HBN-EB59,Print Unit Limewood Approach,25/08/2020 06:58,25/08/2020 15:41,Leeds Fleet Account,17.058,08:42:59,0,17.058
44085,602,UK-HBN-EB141B,Henshaw 2,25/08/2020 08:01,25/08/2020 13:19,Leeds Fleet Account,8.226,05:18:28,0,8.226
44119,559,UK-HBN-EB39A,Westland Road,25/08/2020 10:42,25/08/2020 11:23,Leeds Fleet Account,4.415,00:40:57,0,4.415
44131,575,UK-HBN-EB99B,Knowsthorpe HQ,25/08/2020 12:23,25/08/2020 15:40,Leeds Fleet Account,8.478,03:17:16,0,8.478
44135,578,UK-HBN-EB100B,Knowsthorpe HQ,25/08/2020 12:38,25/08/2020 16:24,Leeds Fleet Account,22.341,03:45:58,0,22.341
44134,577,UK-HBN-EB100A,Knowsthorpe HQ,25/08/2020 12:38,26/08/2020 08:49,Leeds Fleet Account,12.905,20:11:27,0,12.905
44136,577,UK-HBN-EB100A,Knowsthorpe HQ,25/08/2020 12:48,26/08/2020 09:16,Leeds Fleet Account,10.921,20:27:19,0,10.921
44173,560,UK-HBN-EB39B,Westland Road,25/08/2020 14:21,26/08/2020 07:11,Leeds Fleet Account,20.659,16:50:13,0,20.659
44193,604,UK-HBN-EB143,Henshaw 3,25/08/2020 15:30,26/08/2020 05:21,Leeds Fleet Account,20.561,13:50:20,0,20.561
44217,559,UK-HBN-EB39A,Westland Road,26/08/2020 05:34,26/08/2020 06:55,Leeds Fleet Account,7.764,01:20:32,0,7.764
44221,553,UK-HBN-EB37B,Farnley Hall,26/08/2020 06:30,01/09/2020 12:16,Leeds Fleet Account,30.649,149:46:25,0,30.649
44220,562,UK-HBN-EB59,Print Unit Limewood Approach,26/08/2020 06:30,26/08/2020 08:00,Leeds Fleet Account,9.425,01:30:28,0,9.425
44225,578,UK-HBN-EB100B,Knowsthorpe HQ,26/08/2020 06:51,26/08/2020 08:53,Leeds Fleet Account,12.299,02:02:01,0,12.299
44226,578,UK-HBN-EB100B,Knowsthorpe HQ,26/08/2020 07:01,26/08/2020 08:53,Leeds Fleet Account,10.042,01:52:39,0,10.042
44228,562,UK-HBN-EB59,Print Unit Limewood Approach,26/08/2020 07:03,26/08/2020 15:28,Leeds Fleet Account,18.531,08:24:42,0,18.531
44237,661,UK-HBN-EB41B,Knowsthorpe Refuse B,26/08/2020 08:23,26/08/2020 11:12,Leeds Fleet Account,19.585,02:48:36,0,19.585
44238,601,UK-HBN-EB141A,Henshaw 1,26/08/2020 08:48,26/08/2020 13:19,Leeds Fleet Account,8.119,04:30:59,0,8.119
44246,578,UK-HBN-EB100B,Knowsthorpe HQ,26/08/2020 09:29,27/08/2020 08:23,Leeds Fleet Account,36.912,22:54:13,0,36.912
44265,550,UK-HBN-EB34,Millshaw Park Way,26/08/2020 12:18,27/08/2020 08:01,Leeds Fleet Account,7.352,19:43:10,0,7.352
44267,577,UK-HBN-EB100A,Knowsthorpe HQ,26/08/2020 12:33,26/08/2020 13:21,Leeds Fleet Account,5.673,00:47:41,0,5.673
44268,577,UK-HBN-EB100A,Knowsthorpe HQ,26/08/2020 12:34,26/08/2020 16:30,Leeds Fleet Account,13.144,03:55:17,0,13.144
44269,578,UK-HBN-EB100B,Knowsthorpe HQ,26/08/2020 12:43,27/08/2020 08:33,Leeds Fleet Account,9.447,19:50:12,0,9.447
44272,575,UK-HBN-EB99B,Knowsthorpe HQ,26/08/2020 13:04,27/08/2020 08:28,Leeds Fleet Account,22.659,19:24:51,0,22.659
44274,560,UK-HBN-EB39B,Westland Road,26/08/2020 13:43,26/08/2020 14:31,Leeds Fleet Account,5.418,00:48:14,0,5.418
44283,559,UK-HBN-EB39A,Westland Road,26/08/2020 14:34,27/08/2020 06:58,Leeds Fleet Account,14.315,16:24:10,0,14.315
44287,552,UK-HBN-EB36,St George House - Great George Street,26/08/2020 14:59,03/09/2020 08:04,Leeds Fleet Account,18.131,185:05:12,0,18.131
44318,559,UK-HBN-EB39A,Westland Road,27/08/2020 05:47,27/08/2020 11:44,Leeds Fleet Account,14.326,05:56:57,0,14.326
44317,560,UK-HBN-EB39B,Westland Road,27/08/2020 05:47,27/08/2020 08:16,Leeds Fleet Account,15.448,02:29:19,0,15.448
44323,562,UK-HBN-EB59,Print Unit Limewood Approach,27/08/2020 06:48,27/08/2020 08:20,Leeds Fleet Account,9.686,01:31:45,0,9.686
44324,575,UK-HBN-EB99B,Knowsthorpe HQ,27/08/2020 06:56,27/08/2020 08:38,Leeds Fleet Account,12.055,01:41:08,0,12.055
44336,562,UK-HBN-EB59,Print Unit Limewood Approach,27/08/2020 07:56,27/08/2020 10:59,Leeds Fleet Account,19.279,03:03:26,0,19.279
44478,661,UK-HBN-EB41B,Knowsthorpe Refuse B,27/08/2020 08:49,27/08/2020 11:11,Leeds Fleet Account,12.011,02:21:35,0,12.011
44568,659,UK-HBN-EB42B,Knowsthorpe Refuse B,27/08/2020 08:57,27/08/2020 09:38,Leeds Fleet Account,0,00:41:35,0,0
44632,604,UK-HBN-EB143,Henshaw 3,27/08/2020 10:31,27/08/2020 14:42,Leeds Fleet Account,7.779,04:11:31,0,7.779
44651,562,UK-HBN-EB59,Print Unit Limewood Approach,27/08/2020 11:05,27/08/2020 15:30,Leeds Fleet Account,10.677,04:24:37,0,10.677
44653,658,UK-HBN-EB42A,Knowsthorpe Refuse A,27/08/2020 11:27,27/08/2020 12:38,Leeds Fleet Account,8.16,01:10:28,0,8.16
44658,555,UK-HBN-EB37A,Farnley Hall,27/08/2020 12:27,01/09/2020 10:37,Leeds Fleet Account,11.504,118:09:33,0,11.504
44660,577,UK-HBN-EB100A,Knowsthorpe HQ,27/08/2020 12:29,28/08/2020 07:11,Leeds Fleet Account,23.091,18:42:19,0,23.091
